boro_ct,N_trees,tree_diameter,N_dead,Pct_health,Pct_noproblems
2016000,441.0,15.997732426303855,9.0,0.8820861678004536,0.6031746031746031
2016100,261.0,6.636015325670498,5.0,0.8582375478927203,0.8199233716475096
2016200,183.0,14.885245901639344,2.0,0.8142076502732241,0.5737704918032787
2016300,302.0,12.526490066225165,11.0,0.7814569536423841,0.8443708609271523
2016400,243.0,12.1440329218107,2.0,0.8148148148148148,0.5308641975308642
2016500,201.0,9.791044776119403,5.0,0.8308457711442786,0.7114427860696517
2016600,243.0,13.415637860082304,2.0,0.7736625514403292,0.7078189300411523
2016700,240.0,8.958333333333334,4.0,0.8458333333333333,0.6583333333333333
2016900,134.0,6.977611940298507,8.0,0.8208955223880597,0.6716417910447762
2017100,102.0,7.2745098039215685,8.0,0.6176470588235294,0.9313725490196079
2017300,250.0,8.076,18.0,0.828,0.684
2017500,248.0,6.625,29.0,0.7620967741935484,0.4596774193548387
2017701,181.0,7.1602209944751385,5.0,0.7845303867403315,0.6022099447513812
2017702,196.0,7.88265306122449,23.0,0.8928571428571429,0.8367346938775511
2017901,138.0,6.246376811594203,7.0,0.7101449275362319,0.4855072463768116
2017902,99.0,7.494949494949495,3.0,0.5656565656565656,0.48484848484848486
2018101,137.0,11.532846715328468,3.0,0.7518248175182481,0.38686131386861317
2018102,190.0,7.605263157894737,4.0,0.7473684210526316,0.38421052631578945
2018301,131.0,7.122137404580153,8.0,0.7786259541984732,0.6793893129770993
2018302,148.0,8.81081081081081,8.0,0.7837837837837838,0.4864864864864865
2018400,498.0,12.536144578313253,8.0,0.8795180722891566,0.6385542168674698
2018500,558.0,7.383512544802867,43.0,0.7580645161290323,0.6720430107526881
2018900,391.0,8.432225063938619,28.0,0.8388746803069054,0.5242966751918159
2019300,171.0,8.573099415204679,10.0,0.7894736842105263,0.5146198830409356
2019400,109.0,15.1651376146789,4.0,0.8990825688073395,0.8073394495412844
2019500,397.0,7.8816120906801,14.0,0.7858942065491183,0.5717884130982368
2019700,184.0,6.5978260869565215,18.0,0.8043478260869565,0.7608695652173914
2019900,280.0,7.857142857142857,21.0,0.6428571428571429,0.44642857142857145
2020000,516.0,6.868217054263566,17.0,0.8527131782945736,0.813953488372093
2020100,223.0,8.713004484304932,7.0,0.7623318385650224,0.4170403587443946
2020200,203.0,8.83743842364532,4.0,0.9064039408866995,0.6403940886699507
2020400,258.0,6.60077519379845,4.0,0.8527131782945736,0.8488372093023255
2020501,160.0,9.0625,5.0,0.83125,0.65
2020502,104.0,6.355769230769231,9.0,0.7115384615384616,0.8076923076923077
2020601,171.0,8.52046783625731,4.0,0.8538011695906432,0.6432748538011696
2020900,161.0,7.75776397515528,9.0,0.7204968944099379,0.5714285714285714
2021001,110.0,11.136363636363637,0.0,0.9090909090909091,0.8909090909090909
2021002,114.0,11.157894736842104,1.0,0.8859649122807017,0.8508771929824561
2021100,249.0,8.244979919678714,7.0,0.7710843373493976,0.5943775100401606
2021200,94.0,10.96808510638298,2.0,0.8936170212765957,0.9574468085106383
2021301,57.0,7.543859649122807,11.0,0.7543859649122807,0.14035087719298245
2021302,222.0,7.716216216216216,15.0,0.7342342342342343,0.7477477477477478
2021501,189.0,6.544973544973545,3.0,0.671957671957672,0.5291005291005291
2021502,234.0,7.3247863247863245,15.0,0.5726495726495726,0.3504273504273504
2021601,263.0,8.391634980988593,6.0,0.7756653992395437,0.5817490494296578
2021602,172.0,10.343023255813954,0.0,0.8604651162790697,0.8895348837209303
2021700,200.0,7.72,4.0,0.85,0.775
2021800,323.0,9.198142414860682,22.0,0.8390092879256966,0.47678018575851394
2021900,135.0,8.214814814814815,15.0,0.6592592592592592,0.6
2022000,109.0,6.587155963302752,2.0,0.9541284403669725,0.8623853211009175
2022101,119.0,6.226890756302521,7.0,0.6974789915966386,0.5294117647058824
2022102,113.0,7.601769911504425,4.0,0.7079646017699115,0.6283185840707964
2022200,283.0,10.667844522968197,4.0,0.8480565371024735,0.8056537102473498
2022300,147.0,7.843537414965986,4.0,0.7278911564625851,0.46938775510204084
2022401,85.0,10.235294117647058,2.0,0.7411764705882353,0.5294117647058824
2022403,116.0,8.629310344827585,14.0,0.7586206896551724,0.7241379310344828
2022404,166.0,7.933734939759036,6.0,0.8614457831325302,0.9879518072289156
2022500,242.0,8.611570247933884,16.0,0.7975206611570248,0.7148760330578512
2022701,183.0,7.043715846994536,3.0,0.8032786885245902,0.8688524590163934
2022702,49.0,8.693877551020408,2.0,0.8367346938775511,0.7142857142857143
2022703,56.0,8.464285714285714,0.0,0.7857142857142857,0.3392857142857143
2022800,279.0,9.379928315412187,17.0,0.6953405017921147,0.8530465949820788
2022901,195.0,7.943589743589744,14.0,0.676923076923077,0.40512820512820513
2022902,144.0,8.9375,13.0,0.7222222222222222,0.4305555555555556
2023000,151.0,10.112582781456954,2.0,0.8741721854304636,0.7549668874172185
2023100,115.0,5.078260869565217,3.0,0.5739130434782609,0.6869565217391305
2023200,158.0,11.481012658227849,13.0,0.8607594936708861,0.5822784810126582
2023301,168.0,8.226190476190476,3.0,0.9761904761904762,0.8154761904761905
2023302,100.0,5.87,3.0,0.73,0.78
2023501,113.0,7.212389380530974,3.0,0.911504424778761,0.831858407079646
2023502,148.0,6.804054054054054,8.0,0.7972972972972973,0.7567567567567568
2023600,131.0,11.16030534351145,3.0,0.8854961832061069,0.5725190839694656
2023702,53.0,6.528301886792453,3.0,0.5849056603773585,0.5849056603773585
2023703,178.0,7.061797752808989,7.0,0.7752808988764045,0.6853932584269663
2023704,113.0,6.584070796460177,5.0,0.7876106194690266,0.6283185840707964
2023800,249.0,8.831325301204819,12.0,0.9196787148594378,0.8634538152610441
2023900,338.0,5.9171597633136095,7.0,0.8136094674556213,0.6893491124260355
2024000,233.0,9.927038626609441,2.0,0.8841201716738197,0.776824034334764
2024100,217.0,7.235023041474655,5.0,0.9078341013824884,0.8341013824884793
2024300,186.0,7.790322580645161,10.0,0.6451612903225806,0.5806451612903226
2024400,217.0,9.050691244239632,5.0,0.9308755760368663,0.728110599078341
2024501,156.0,7.2243589743589745,20.0,0.8205128205128205,0.717948717948718
2024502,187.0,6.385026737967914,5.0,0.8770053475935828,0.6844919786096256
2024600,237.0,12.210970464135022,7.0,0.9282700421940928,0.8185654008438819
2024700,63.0,12.666666666666666,6.0,0.8253968253968254,0.8095238095238095
2024800,330.0,14.106060606060606,8.0,0.793939393939394,0.6787878787878788
2024900,75.0,10.2,2.0,0.5466666666666666,0.6266666666666667
2025000,189.0,13.862433862433862,4.0,0.9047619047619048,0.4973544973544973
2025100,334.0,7.850299401197605,19.0,0.7784431137724551,0.5778443113772455
2025200,334.0,8.610778443113773,4.0,0.9131736526946108,0.7395209580838323
2025300,171.0,6.298245614035087,8.0,0.8187134502923976,0.52046783625731
2025400,326.0,12.085889570552148,8.0,0.9325153374233128,0.5736196319018405
2025500,219.0,7.36986301369863,10.0,0.771689497716895,0.7397260273972602
2025600,234.0,14.226495726495726,3.0,0.8803418803418803,0.594017094017094
2025700,43.0,6.27906976744186,0.0,0.9302325581395349,0.8837209302325582
2026100,57.0,11.333333333333334,1.0,0.5789473684210527,0.8596491228070176
2026300,207.0,9.222222222222221,3.0,0.8647342995169082,0.642512077294686
2026400,473.0,14.048625792811839,7.0,0.9133192389006343,0.6300211416490487
2026500,285.0,10.196491228070176,8.0,0.8456140350877193,0.47719298245614034
2026601,223.0,8.0,15.0,0.8609865470852018,0.8026905829596412
2026602,396.0,9.098484848484848,10.0,0.9141414141414141,0.7222222222222222
2026701,100.0,10.31,4.0,0.78,0.6
2026702,269.0,12.53903345724907,13.0,0.7509293680297398,0.5687732342007435
2026900,172.0,10.238372093023257,7.0,0.6395348837209303,0.6162790697674418
2027300,210.0,10.228571428571428,6.0,0.9047619047619048,0.32857142857142857
2027401,669.0,13.674140508221226,7.0,0.8355754857997011,0.5500747384155455
2027402,366.0,13.494535519125684,1.0,0.9098360655737705,0.6639344262295082
2027600,38.0,11.763157894736842,0.0,0.7894736842105263,1.0
2027700,169.0,11.455621301775148,9.0,0.7633136094674556,0.4970414201183432
2027900,372.0,10.21774193548387,9.0,0.9327956989247311,0.7526881720430108
2028100,225.0,17.15111111111111,7.0,0.8,0.7555555555555555
2028300,197.0,8.908629441624365,11.0,0.7614213197969543,0.649746192893401
2028400,114.0,17.94736842105263,0.0,0.8070175438596491,0.7631578947368421
2028500,281.0,11.469750889679716,0.0,0.8113879003558719,0.5622775800711743
2028600,338.0,9.162721893491124,7.0,0.9556213017751479,0.7071005917159763
2028700,229.0,9.554585152838428,2.0,0.7860262008733624,0.5021834061135371
2028800,559.0,14.853309481216458,2.0,0.9051878354203936,0.6708407871198568
2028900,269.0,9.144981412639405,7.0,0.6765799256505576,0.5576208178438662
2029301,57.0,10.789473684210526,1.0,0.9122807017543859,0.7017543859649122
2029302,133.0,11.090225563909774,3.0,0.8421052631578947,0.7894736842105263
2029500,307.0,10.615635179153095,9.0,0.7980456026058632,0.6514657980456026
2029600,216.0,13.851851851851851,2.0,0.8703703703703703,0.7824074074074074
2029700,263.0,10.923954372623575,9.0,0.8593155893536122,0.7262357414448669
2030000,366.0,14.243169398907105,9.0,0.9371584699453552,0.6502732240437158
2030100,77.0,15.103896103896103,0.0,0.7012987012987013,0.6103896103896104
2030200,282.0,12.26241134751773,8.0,0.8085106382978723,0.8226950354609929
2030701,227.0,12.308370044052863,3.0,0.8370044052863436,0.788546255506608
2030900,187.0,14.6524064171123,15.0,0.8074866310160428,0.6363636363636364
2031000,1003.0,14.428713858424725,17.0,0.8604187437686939,0.6121635094715853
2031200,275.0,13.683636363636364,6.0,0.8981818181818182,0.5272727272727272
2031400,277.0,15.310469314079423,6.0,0.8086642599277978,0.6173285198555957
2031600,219.0,14.557077625570777,8.0,0.7853881278538812,0.4611872146118721
2031800,239.0,15.242677824267782,12.0,0.8326359832635983,0.4811715481171548
2031900,3.0,23.666666666666668,1.0,1.0,0.0
2032300,90.0,13.0,6.0,0.8444444444444444,0.6555555555555556
2032400,206.0,15.655339805825243,3.0,0.7961165048543689,0.4223300970873786
2032600,389.0,13.275064267352185,8.0,0.8046272493573264,0.5578406169665809
2032800,234.0,13.786324786324787,4.0,0.8632478632478633,0.6025641025641025
2033000,180.0,12.366666666666667,7.0,0.7333333333333333,0.2777777777777778
2033201,133.0,15.398496240601503,12.0,0.6842105263157895,0.42857142857142855
2033202,134.0,12.037313432835822,11.0,0.753731343283582,0.6791044776119403
2033400,401.0,13.341645885286782,12.0,0.8753117206982544,0.7930174563591023
2033500,199.0,14.010050251256281,3.0,0.8693467336683417,0.628140703517588
2033600,168.0,13.541666666666666,7.0,0.8988095238095238,0.6547619047619048
2033700,460.0,11.117391304347827,9.0,0.8326086956521739,0.5
2033800,124.0,11.338709677419354,6.0,0.9193548387096774,0.6209677419354839
2034000,199.0,10.452261306532664,11.0,0.8492462311557789,0.7236180904522613
2034200,191.0,10.277486910994764,11.0,0.8848167539267016,0.7539267015706806
2034300,122.0,12.491803278688524,0.0,0.860655737704918,0.23770491803278687
2034400,171.0,11.584795321637428,9.0,0.8011695906432749,0.5964912280701754
2034500,355.0,13.138028169014085,4.0,0.7633802816901408,0.504225352112676
2034800,380.0,13.031578947368422,14.0,0.7421052631578947,0.4710526315789474
2035000,127.0,12.724409448818898,4.0,0.8740157480314961,0.5118110236220472
2035100,227.0,11.123348017621145,2.0,0.8325991189427313,0.7444933920704846
2035600,267.0,11.269662921348315,9.0,0.8164794007490637,0.5767790262172284
2035800,540.0,11.818518518518518,16.0,0.8722222222222222,0.5925925925925926
2035900,128.0,5.8125,3.0,0.8203125,0.6484375
2036000,338.0,14.476331360946746,4.0,0.7899408284023669,0.4970414201183432
2036100,210.0,8.566666666666666,3.0,0.7428571428571429,0.6428571428571429
2036300,401.0,8.75062344139651,15.0,0.8603491271820449,0.486284289276808
2036400,206.0,12.262135922330097,5.0,0.8446601941747572,0.5533980582524272
2036501,126.0,7.626984126984127,4.0,0.6904761904761905,0.42857142857142855
2036502,74.0,5.594594594594595,7.0,0.9459459459459459,0.7432432432432432
2036700,117.0,5.153846153846154,10.0,0.6923076923076923,0.717948717948718
2036800,184.0,7.619565217391305,3.0,0.907608695652174,0.7608695652173914
2036901,116.0,6.732758620689655,11.0,0.75,0.7241379310344828
2036902,66.0,6.606060606060606,2.0,0.5303030303030303,0.7121212121212122
2037000,209.0,12.291866028708133,5.0,0.8755980861244019,0.6076555023923444
2037100,293.0,8.720136518771332,12.0,0.6382252559726962,0.46075085324232085
2037200,184.0,9.440217391304348,1.0,0.967391304347826,0.7065217391304348
2037300,198.0,6.202020202020202,11.0,0.5656565656565656,0.5252525252525253
2037400,140.0,11.021428571428572,9.0,0.8857142857142857,0.44285714285714284
2037504,409.0,8.15403422982885,19.0,0.6797066014669927,0.6405867970660146
2037600,102.0,14.696078431372548,4.0,0.9411764705882353,0.27450980392156865
2037800,86.0,11.686046511627907,0.0,0.7441860465116279,0.7558139534883721
2037900,209.0,7.1913875598086126,5.0,0.7511961722488039,0.7799043062200957
2038000,153.0,11.431372549019608,3.0,0.803921568627451,0.8562091503267973
2038100,184.0,8.0,13.0,0.75,0.6902173913043478
2038200,183.0,9.273224043715848,4.0,0.9562841530054644,0.7431693989071039
2038301,175.0,6.148571428571429,7.0,0.7828571428571428,0.7828571428571428
2038302,191.0,6.570680628272251,13.0,0.8010471204188482,0.7853403141361257
2038500,276.0,5.61231884057971,17.0,0.5181159420289855,0.5688405797101449
2038600,293.0,12.406143344709898,4.0,0.9112627986348123,0.7679180887372014
2038700,309.0,8.048543689320388,8.0,0.919093851132686,0.6245954692556634
2038800,153.0,10.248366013071895,4.0,0.9477124183006536,0.6143790849673203
2038900,316.0,9.231012658227849,9.0,0.8006329113924051,0.7341772151898734
2039000,83.0,8.771084337349398,2.0,0.8433734939759037,0.7951807228915663
2039100,342.0,8.362573099415204,14.0,0.7719298245614035,0.6111111111111112
2039200,69.0,12.217391304347826,1.0,0.7391304347826086,0.4782608695652174
2039300,248.0,8.891129032258064,13.0,0.8104838709677419,0.6129032258064516
2039400,147.0,12.149659863945578,5.0,0.782312925170068,0.10204081632653061
2039500,400.0,7.105,18.0,0.4975,0.545
2039600,235.0,8.561702127659574,10.0,0.8,0.8170212765957446
2039700,198.0,9.393939393939394,7.0,0.797979797979798,0.6464646464646465
2039800,194.0,8.778350515463918,4.0,0.8865979381443299,0.6752577319587629
2039901,156.0,7.871794871794871,12.0,0.75,0.7564102564102564
2039902,147.0,4.414965986394558,9.0,0.7074829931972789,0.6598639455782312
2040100,167.0,6.868263473053892,4.0,0.7844311377245509,0.8922155688622755
2040302,89.0,8.191011235955056,3.0,0.8876404494382022,0.7752808988764045
2040303,168.0,8.375,3.0,0.8809523809523809,0.6607142857142857
2040304,97.0,7.134020618556701,1.0,0.6804123711340206,0.8556701030927835
2040400,170.0,9.764705882352942,3.0,0.8588235294117647,0.6647058823529411
2040501,103.0,8.87378640776699,2.0,0.9223300970873787,0.5728155339805825
2040502,130.0,8.138461538461538,9.0,0.8615384615384616,0.5
2040600,218.0,9.128440366972477,7.0,0.8440366972477065,0.6467889908256881
2040701,79.0,7.8734177215189876,5.0,0.8607594936708861,0.6075949367088608
2040702,217.0,8.56221198156682,10.0,0.7373271889400922,0.4976958525345622
2040800,142.0,8.93661971830986,8.0,0.7394366197183099,0.11971830985915492
2040900,546.0,17.06776556776557,8.0,0.8424908424908425,0.7912087912087912
2041100,162.0,11.783950617283951,1.0,0.8641975308641975,0.6851851851851852
2041300,282.0,9.187943262411348,6.0,0.8652482269503546,0.46099290780141844
2041400,257.0,14.22568093385214,4.0,0.6536964980544747,0.45525291828793774
2041500,215.0,12.395348837209303,1.0,0.7395348837209302,0.5209302325581395
2041800,197.0,11.426395939086294,7.0,0.766497461928934,0.3197969543147208
2041900,453.0,10.618101545253863,4.0,0.847682119205298,0.5761589403973509
2042000,156.0,12.442307692307692,2.0,0.7564102564102564,0.28205128205128205
2042100,262.0,7.591603053435114,12.0,0.7938931297709924,0.6374045801526718
2042200,163.0,10.024539877300613,3.0,0.8711656441717791,0.558282208588957
2042300,147.0,9.714285714285714,2.0,0.9319727891156463,0.6666666666666666
2042400,115.0,14.982608695652173,5.0,0.7652173913043478,0.3391304347826087
2042500,369.0,9.951219512195122,9.0,0.8102981029810298,0.4959349593495935
2042600,634.0,14.277602523659306,11.0,0.919558359621451,0.7965299684542587
2042800,220.0,16.395454545454545,1.0,0.9363636363636364,0.55
2042901,102.0,9.117647058823529,0.0,0.8921568627450981,0.5980392156862745
2042902,129.0,6.403100775193798,1.0,0.8372093023255814,0.6434108527131783
2043000,398.0,14.14824120603015,1.0,0.9723618090452262,0.6582914572864321
2043100,247.0,10.05668016194332,7.0,0.7004048582995951,0.46963562753036436
2043400,195.0,10.61025641025641,6.0,0.8256410256410256,0.764102564102564
2043500,447.0,17.44519015659955,10.0,0.8814317673378076,0.7046979865771812
2043600,288.0,14.541666666666666,5.0,0.9444444444444444,0.5173611111111112
2044200,166.0,16.367469879518072,3.0,0.8493975903614458,0.6506024096385542
2044400,367.0,14.719346049046322,2.0,0.9346049046321526,0.6811989100817438
2044800,180.0,15.161111111111111,0.0,0.8444444444444444,0.6277777777777778
2044901,238.0,12.390756302521009,8.0,0.8277310924369747,0.5336134453781513
2044902,207.0,11.44927536231884,8.0,0.7681159420289855,0.5700483091787439
2045101,170.0,13.288235294117648,1.0,0.9176470588235294,0.6
2045102,286.0,10.076923076923077,0.0,0.9055944055944056,0.7062937062937062
2045600,289.0,13.633217993079585,4.0,0.8477508650519031,0.6089965397923875
2045800,175.0,7.977142857142857,3.0,0.8514285714285714,0.9485714285714286
2046000,242.0,9.264462809917354,6.0,0.8388429752066116,0.8305785123966942
2046201,1148.0,10.322299651567944,17.0,0.8780487804878049,0.7508710801393729
2046202,600.0,9.893333333333333,12.0,0.83,0.7733333333333333
2048400,415.0,11.602409638554217,15.0,0.7373493975903614,0.5469879518072289
2051600,1027.0,12.40408958130477,8.0,0.8393378773125608,0.7400194741966893
3000100,394.0,11.131979695431472,6.0,0.7081218274111675,0.5126903553299492
3000200,146.0,4.684931506849315,3.0,0.7671232876712328,0.7328767123287672
3000301,301.0,13.13953488372093,2.0,0.7973421926910299,0.4883720930232558
3000501,161.0,11.192546583850932,1.0,0.8571428571428571,0.4782608695652174
3000502,230.0,12.226086956521739,2.0,0.7521739130434782,0.3217391304347826
3000700,373.0,13.39142091152815,7.0,0.7131367292225201,0.44235924932975873
3000900,229.0,10.069868995633188,2.0,0.9039301310043668,0.5938864628820961
3001100,135.0,7.155555555555556,4.0,0.7407407407407407,0.8888888888888888
3001300,217.0,9.23041474654378,6.0,0.728110599078341,0.576036866359447
3001500,292.0,7.589041095890411,9.0,0.6027397260273972,0.7363013698630136
3001800,205.0,4.209756097560976,4.0,0.7560975609756098,0.8390243902439024
3002000,91.0,8.065934065934066,4.0,0.9120879120879121,0.5384615384615384
3002100,323.0,8.003095975232197,11.0,0.804953560371517,0.5882352941176471
3002200,291.0,10.072164948453608,11.0,0.7628865979381443,0.43986254295532645
3002300,63.0,11.079365079365079,1.0,0.6349206349206349,0.6984126984126984
3002901,33.0,10.454545454545455,7.0,0.6666666666666666,0.9090909090909091
3003000,89.0,13.685393258426966,1.0,0.8876404494382022,0.5617977528089888
3003100,221.0,12.176470588235293,11.0,0.5927601809954751,0.755656108597285
3003300,222.0,12.013513513513514,2.0,0.7792792792792793,0.5225225225225225
3003400,308.0,13.74025974025974,4.0,0.8831168831168831,0.7987012987012987
3003500,182.0,10.164835164835164,3.0,0.7087912087912088,0.5
3003600,196.0,12.0,5.0,0.9591836734693877,0.9132653061224489
3003700,179.0,5.743016759776537,1.0,0.6201117318435754,0.5921787709497207
3003800,200.0,13.82,0.0,0.965,0.86
3003900,249.0,11.293172690763052,4.0,0.6586345381526104,0.5180722891566265
3004100,377.0,13.270557029177718,7.0,0.7559681697612732,0.4244031830238727
3004300,315.0,10.736507936507936,6.0,0.6158730158730159,0.35873015873015873
3004400,760.0,15.164473684210526,4.0,0.868421052631579,0.6828947368421052
3004500,414.0,13.446859903381643,6.0,0.8695652173913043,0.4444444444444444
3004600,486.0,15.312757201646091,7.0,0.823045267489712,0.7139917695473251
3004700,184.0,8.027173913043478,4.0,0.6739130434782609,0.24456521739130435
3004900,180.0,13.161111111111111,5.0,0.8666666666666667,0.5333333333333333
3005000,424.0,14.150943396226415,6.0,0.8773584905660378,0.6320754716981132
3005100,229.0,9.733624454148472,4.0,0.9519650655021834,0.6506550218340611
3005201,138.0,14.485507246376812,2.0,0.8333333333333334,0.5072463768115942
3005202,135.0,14.525925925925925,1.0,0.8814814814814815,0.4962962962962963
3005300,698.0,6.977077363896848,46.0,0.7048710601719198,0.6934097421203438
3005400,186.0,13.693548387096774,1.0,0.8655913978494624,0.43010752688172044
3005601,155.0,13.903225806451612,4.0,0.8838709677419355,0.5741935483870968
3005602,120.0,13.783333333333333,9.0,0.8416666666666667,0.6916666666666667
3005800,211.0,11.800947867298579,5.0,0.9478672985781991,0.5971563981042654
3005900,361.0,6.202216066481994,15.0,0.7645429362880887,0.8088642659279779
3006000,184.0,14.565217391304348,5.0,0.9021739130434783,0.6739130434782609
3006200,211.0,13.582938388625593,5.0,0.7725118483412322,0.5165876777251185
3006300,195.0,10.533333333333333,4.0,0.7230769230769231,0.4717948717948718
3006400,266.0,13.909774436090226,2.0,0.8270676691729323,0.5263157894736842
3006500,499.0,12.464929859719438,3.0,0.8396793587174348,0.38877755511022044
3006600,224.0,13.65625,5.0,0.9151785714285714,0.8125
3006700,349.0,13.802292263610315,2.0,0.828080229226361,0.4899713467048711
3006800,201.0,12.796019900497512,4.0,0.945273631840796,0.7313432835820896
3006900,347.0,11.446685878962535,1.0,0.8184438040345822,0.3861671469740634
3007000,105.0,11.657142857142857,7.0,0.8095238095238095,0.8095238095238095
3007100,186.0,12.123655913978494,2.0,0.8602150537634409,0.40860215053763443
3007200,31.0,12.32258064516129,1.0,0.6129032258064516,0.1935483870967742
3007400,210.0,8.876190476190477,6.0,0.7571428571428571,0.6190476190476191
3007500,418.0,11.578947368421053,3.0,0.7631578947368421,0.37799043062200954
3007600,214.0,10.845794392523365,6.0,0.897196261682243,0.6869158878504673
3007700,448.0,10.263392857142858,7.0,0.671875,0.36830357142857145
3007800,260.0,8.919230769230769,3.0,0.8115384615384615,0.5384615384615384
3008000,254.0,9.807086614173228,6.0,0.7874015748031497,0.5669291338582677
3008200,224.0,9.276785714285714,4.0,0.8571428571428571,0.5758928571428571
3008400,242.0,8.070247933884298,4.0,0.8677685950413223,0.6239669421487604
3008500,161.0,7.894409937888199,2.0,0.7701863354037267,0.8881987577639752
3008600,87.0,26.011494252873565,0.0,0.9425287356321839,0.7471264367816092
3008800,153.0,6.398692810457517,5.0,0.7647058823529411,0.5620915032679739
3009000,150.0,7.06,13.0,0.82,0.6
3009200,205.0,7.819512195121951,7.0,0.8682926829268293,0.5658536585365853
3009400,253.0,11.944664031620553,11.0,0.9209486166007905,0.4150197628458498
3009600,267.0,9.636704119850187,2.0,0.8913857677902621,0.48314606741573035
3009800,256.0,10.61328125,7.0,0.85546875,0.54296875
3010000,223.0,15.627802690582959,5.0,0.9192825112107623,0.5560538116591929
3010100,354.0,7.372881355932203,11.0,0.8587570621468926,0.6864406779661016
3010200,231.0,11.393939393939394,9.0,0.8831168831168831,0.6320346320346321
3010400,149.0,12.275167785234899,7.0,0.9194630872483222,0.6375838926174496
3010600,171.0,13.853801169590643,4.0,0.8596491228070176,0.4502923976608187
3010800,184.0,10.168478260869565,9.0,0.8206521739130435,0.41304347826086957
3011000,124.0,6.137096774193548,8.0,0.7258064516129032,0.5645161290322581
3011200,255.0,12.654901960784313,1.0,0.8784313725490196,0.43529411764705883
3011400,240.0,12.525,4.0,0.8333333333333334,0.49583333333333335
3011600,161.0,18.58385093167702,2.0,0.9192546583850931,0.6335403726708074
3011700,154.0,8.181818181818182,5.0,0.7662337662337663,0.45454545454545453
3011800,169.0,8.44378698224852,2.0,0.7988165680473372,0.650887573964497
3011900,286.0,6.437062937062937,14.0,0.7342657342657343,0.7972027972027972
3012000,143.0,10.643356643356643,11.0,0.8391608391608392,0.7412587412587412
3012100,178.0,8.696629213483146,2.0,0.7078651685393258,0.46629213483146065
3012200,164.0,11.396341463414634,5.0,0.8963414634146342,0.6402439024390244
3012600,337.0,17.112759643916913,4.0,0.7181008902077152,0.8219584569732937
3012700,195.0,9.415384615384616,4.0,0.7897435897435897,0.5076923076923077
3012801,191.0,17.7434554973822,3.0,0.93717277486911,0.418848167539267
3012901,230.0,10.252173913043478,1.0,0.7565217391304347,0.4652173913043478
3012902,184.0,13.434782608695652,2.0,0.75,0.41304347826086957
3013000,201.0,14.64179104477612,1.0,0.8208955223880597,0.6865671641791045
3013100,315.0,10.577777777777778,2.0,0.7492063492063492,0.43174603174603177
3013200,163.0,12.71165644171779,9.0,0.803680981595092,0.3496932515337423
3013300,339.0,11.454277286135694,1.0,0.8495575221238938,0.5781710914454278
3013400,375.0,18.874666666666666,2.0,0.8853333333333333,0.44
3013500,321.0,13.46417445482866,5.0,0.822429906542056,0.6884735202492211
3013600,324.0,16.41358024691358,5.0,0.8827160493827161,0.5216049382716049
3013700,259.0,11.888030888030888,0.0,0.8301158301158301,0.6563706563706564
3013800,217.0,17.497695852534562,0.0,0.9078341013824884,0.5161290322580645
3013900,245.0,10.783673469387756,5.0,0.8979591836734694,0.6938775510204082
3014000,191.0,13.696335078534032,8.0,0.5968586387434555,0.2617801047120419
3014100,223.0,10.645739910313901,2.0,0.852017937219731,0.42152466367713004
3014200,196.0,15.566326530612244,4.0,0.8112244897959183,0.5255102040816326
3014300,261.0,7.498084291187739,2.0,0.8735632183908046,0.4827586206896552
3014500,286.0,7.419580419580419,4.0,0.8356643356643356,0.7797202797202797
3014700,142.0,11.23943661971831,2.0,0.8661971830985915,0.6619718309859155
3014800,161.0,13.267080745341614,5.0,0.8944099378881988,0.577639751552795
3014900,465.0,11.43010752688172,8.0,0.8559139784946237,0.4752688172043011
3015000,144.0,14.055555555555555,1.0,0.8819444444444444,0.5902777777777778
3015100,305.0,11.6,4.0,0.8622950819672132,0.47540983606557374
3015200,187.0,15.438502673796792,3.0,0.8716577540106952,0.47593582887700536
3015300,271.0,12.933579335793358,4.0,0.8044280442804428,0.6420664206642066
3015400,190.0,15.4,1.0,0.6052631578947368,0.8105263157894737
3015500,294.0,15.258503401360544,3.0,0.826530612244898,0.5578231292517006
3015700,350.0,13.108571428571429,3.0,0.8285714285714286,0.44857142857142857
3015900,423.0,13.404255319148936,5.0,0.7399527186761229,0.49645390070921985
3016000,186.0,10.978494623655914,6.0,0.9193548387096774,0.478494623655914
3016100,281.0,12.91814946619217,1.0,0.7651245551601423,0.5516014234875445
3016200,144.0,13.055555555555555,5.0,0.8125,0.4513888888888889
3016300,228.0,12.399122807017545,0.0,0.8289473684210527,0.6710526315789473
3016400,27.0,5.703703703703703,1.0,0.8888888888888888,0.8148148148148148
3016500,420.0,14.05952380952381,4.0,0.6904761904761905,0.6
3016600,413.0,12.217917675544793,2.0,0.87409200968523,0.5544794188861986
3016700,368.0,12.66304347826087,2.0,0.845108695652174,0.6304347826086957
3016800,169.0,13.68639053254438,4.0,0.8402366863905325,0.48520710059171596
3016900,392.0,11.90561224489796,3.0,0.7857142857142857,0.5127551020408163
3017000,167.0,16.922155688622755,3.0,0.9161676646706587,0.5508982035928144
3017100,430.0,13.130232558139534,0.0,0.8488372093023255,0.5302325581395348
3017200,153.0,13.934640522875817,2.0,0.8366013071895425,0.46405228758169936
3017400,154.0,14.012987012987013,2.0,0.8961038961038961,0.474025974025974
